Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P1113,45793,Stéphanie Debeil,CPAS,Entretien général,prendre les bons de commande Ikea au bureau du service étrangers et aller chercher les marchandises pour les installer dans les logements,45793,,1,Vincent,,
T_P1117,45797,Stéphanie Debeil,CPAS,Entretien général,"prendre le bon de commande GAMMA au sein du bureau du service étrangers, et aller chercher les marchandises au magasin pour les installer dans les logements",45797,,1,Vincent,,
T_P1119,45797,Stéphanie Debeil,CPAS,Entretien général,prendre des bons de commande Ikea au service etranger,45797,,1,Vincent,,
T_P1118,45797,Stéphanie Debeil,CPAS,Entretien général,installer le meuble qui se trouve dans le bureau de kim/steph au 114/3,45797,,1,Vincent,,
T_P1121,45803,Stéphanie Debeil,CPAS,Entretien général,remplacer la boite aux lettres au 114/2 rue charles Dupuis,45803,,1,Vincent,,
T_P1127,45804,Stéphanie Debeil,CPAS,,prendre le bon de commande au bureau du service étrangers pour aller chercher la marchandise à Brico Boussu et l'installer au logement adéquat,45804,,1,Vincent,,
T_P1134,45812,Stéphanie Debeil,CPAS,Entretien général,remettre une armoire aux arcihves service socia,45812,,1,Vincent,,
T_P1133,45812,Stéphanie Debeil,CPAS,Entretien général,"Aller à la Cité Cosmopolite et changer les luminaires du hall d'entrée pour le séjour, et inversement, mettre celles du séjour, au hall d'entrée.",45812,,1,Vincent,,
T_P1135,45812,Stéphanie Debeil,CPAS,Entretien général,prendre le BC 441 dans le bureau de Steph et aller chercher la marchandise chez Gamma,45812,,1,Vincent,,
T_P1131,45812,Stéphanie Debeil,CPAS,Entretien général,chasse d'eau ne fonctionne plus aux toilettes en face de la cuisine,45812,,1,Vincent,,
T_P1138,45820,Stéphanie Debeil,CPAS,Entretien général, prendre le bon de commande VAN MARCKE au bureau des étrangers et aller chercher le matériel pour renflouer le stock du domaine de la Roseraie.,45820,,1,Vincent,Vincent,
T_P1140,45825,Stéphanie Debeil,CPAS,,Installer le mitigeur et autres matériaux pris sur le bon de commande concernant le logement situé à la rue Charles depuis 114/1,45825,,1,Vincent,,
T_P1147,45833,Stéphanie Debeil,CPAS,Entretien général,aller chercher les commandes Rexel et brico pour le service energie à partir du 7/07,45833,,1,Vincent,,
T_P1153,45839,Stéphanie Debeil,CPAS,Entretien général, 114/4 rue Charles Dupuis les WC sont bouchés,45839,,1,Ouvriers_ADV,,
T_P1154,45841,Stéphanie Debeil,CPAS,Entretien général,Réparer la porte gauche du meuble de l'évier de l'appartement 114/3,45841,,1,Vincent,,
T_P1155,45841,Stéphanie Debeil,CPAS,Entretien général, odeur d'urine au 114/03,45841,,1,Vincent,,
T_P1156,45842,Stéphanie Debeil,CPAS,Entretien général, prendre le bon de commande au service étrangers concernant les garnitures de baignoire et intsaller le matériel,45842,,1,Ouvriers_ADV,,
T_P1157,45842,Stéphanie Debeil,CPAS,Entretien général, prendre le deuxième bon de commande et prendre les deux ventilateurs en même temps. Les deux ventilateurs peuvent être remis au bureau du service étrangers.,45842,,1,Vincent,,
T_P1164,45868,Stéphanie Debeil,ILA,Entretien général,"problème de chauffage (salon, cuisine, chambre) à la Cité Cosmopolite",45868,,1,Vincent,,
T_P1165,45869,Stéphanie Debeil,CPAS,Entretien général,rue de Paturages 34 :  mardi 5/08 : mettre les poubelles du fond de la cour dans des sacs blancs et les mettre sur le trottoir pour le passage des poubelles,45869,,1,Vincent,,
T_P1166,45869,Stéphanie Debeil,CPAS,Entretien général,jetter le matelas taché du 34 rue du paturages et le remplacer par le matelas stocké dans le lit bébé du meme logement. Frotter le canapé avec un rouleau anti poil ( car poil de chat),45869,,1,Vincent,,
T_P1169,45875,Stéphanie Debeil,CPAS,Entretien général,"
prendrer les bons de commande demandé au bureau du service des étrangers pour le mitigeur et la cuisinière et les installer dans les logements adéquat",45875,,1,Vincent,,
T_P1177,45881,Stéphanie Debeil,CPAS,Entretien général,"Faire une évaluation des bouchons + devis pour éviers et baignoires des logements du 114 et de la rue de Pâturages.
Pour le 114/1: remplacer la planche du meuble de l'évier de cuisine et traiter le mur sous-évier afin d'éliminer les champignons dus à l'humidité.
Pour le 114/3: Une odeur d'égout et d'urine est toujours très présente. Il faut évaluer d'où vient le problème.  ",45881,,1,Vincent,,
T_P1176,45881,Stéphanie Debeil,CPAS,Electricité,"vérifier le câble du telephone du bureau de Corentin , l'identifier dans le switch du local serveur, afin que Tiziano envoit  une configuration chez Win et Mixvoip ",45881,,1,Ouvriers_ADV,,
T_P1178,45882,Stéphanie Debeil,CPAS,Entretien général,Cité Cosmopolite 2/21 :problème de chauffage signalé,45882,,1,Vincent,,
T_P1202,45922,Stéphanie Debeil,CPAS,Entretien général,"Pour Mardi 23-09:  Aller chercher 4 chaises à Emmaüs (gratuit) => s'adresser à Alex Lecocq.
Pour mercredi 24-9: voir  Maxime au bureau des étrangers pour mettre en place un plan d'action pour le 43 Jean Menin (plan d'action).
Prévoir que le 1er octobre un ouvrier devra se libérer avec la camionnette pour livrer un matelas et d'autres petit matériels à l'Avenue de Rome 3/71 à Marchienne au Pont.
1er octobre après-midi: Il faudra également monter les lits superposés récupérés chez Weba au préalable.",45922,,1,Vincent,,
T_P1201,45922,Stéphanie Debeil,CPAS,Entretien général,aller chez Emmaus en apres midi reprendre des chaises  voir Maxime au prealable ,45922,,1,Vincent,,
T_P1203,45922,Stéphanie Debeil,CPAS,Entretien général,114/3: Le robinet de la baignoire fuite.,45922,,1,Vincent,,
T_P1214,45931,Stéphanie Debeil,CPAS,Entretien général,rfaire le demenagement de la rue J Menin à Mont sur Marchienne,45931,,1,Vincent,,
T_P1215,45931,Stéphanie Debeil,CPAS,Entretien général,prendre le BC au service étranger et aller chercher les lits chez Weba,45931,,1,Vincent,,
T_P1218,45933,Stéphanie Debeil,CPAS,Entretien général,"Aller chercher deux matelas au  114/3 (Mr Dainoti)
Aller 2 matelas au 34 et 34/1  (pour info: 1 chez Didier Debare et un autre chez Cécile. Le matelas chez Cécile sera dans la première pièce de l'appartement 34/1).
Aller chercher un nouveau matelas chez WEBA (récupérer le bon de commande).
Déposer tous les matelas à Jean Menin.",45933,,1,Vincent,,
T_P1222,45938,Stéphanie Debeil,CPAS,Entretien général,probleme d'éclairage à la cuisine de la rue J menin ,45938,,1,Vincent,,
T_P1223,45938,Stéphanie Debeil,CPAS,Entretien général,refixer la planche des toilettes et reprndre les cartons de la cave de la rue J Menin,45938,,1,Vincent,,
T_P1224,45938,Stéphanie Debeil,CPAS,Entretien général,"rue J menin 43, pas d'electricité dans la chambre ",45938,,1,Vincent,,
T_P1225,45938,Stéphanie Debeil,CPAS,Entretien général,"114/1 : pas d'eau chaude, les intéressés travaillent, nous prevenir pour la visite",45938,,1,Vincent,,
T_P1226,45939,Stéphanie Debeil,CPAS,Entretien général,"rue J menin 43, wc fuite",45939,,1,Vincent,,
T_P1234,45965,Stéphanie Debeil,ILA,Entretien général, l'éclairage des WC de la cité Cosmopolite ne fonctionne plus,45965,,1,Vincent,,
T_P1244,45978,Stéphanie Debeil,ILA,Plomberie,fuite à l'arrivée d'eau du WC du logement de la cité Cosmopolite.,45978,,1,Vincent,,
T_P1246,45979,Stéphanie Debeil,CPAS,Entretien général,"Refixer les barres à rideaux, Réparer et sécuriser l'éclairage chambre des parents",45979,,1,Vincent,,
T_P1248,45981,Stéphanie Debeil,CPAS,Entretien général,!!!     URGENT!!!!!    changer le barilet au 114/2 rue charles dupuis,45981,,1,Vincent,,
T_P1251,45992,Stéphanie Debeil,CPAS,Entretien général,mettre le frigo du  114/4 au 114/3 ,45992,,1,Vincent,,
T_P1269,46013,Stéphanie Debeil,CPAS,Entretien général,"Aller à carrefour des grands pré pour prendre les sacs poubelles (le bon de commande se trouve au bureau du service des étrangers), et ramener les sacs au bureau du service des étrangers",46013,,1,Vincent,Ouvriers_ADV,
T_P1285,46030,Stéphanie Debeil,CPAS,Entretien général,changer les piles coffre de stephanie,46030,,1,Vincent,Vincent,
T_P1289,46037,Stéphanie Debeil,CPAS,Entretien général,mettre le frigo du 114/4 au 114/3,46037,,1,Vincent,,
T_P1291,46042,Stéphanie Debeil,ILA,Entretien général,"a la cite cosmopolite : Problème avec l'éclairage de la SDB et changement du flexible de douche,",46042,,1,Vincent,,
T_P1293,46043,Stéphanie Debeil,ILA,Entretien général,au 114/2 de la rue Charles Dupuis: vanne thermostatique du radiateur du living est cassée et une chaise est a réparer,46043,,1,Vincent,Ouvriers_ADV,
T_P1299,46049,Stéphanie Debeil,CPAS,Entretien général,rue Mandart 28 : changer l'ampoule défectueuse de la salle de bain.,46049,,1,Vincent,Ouvriers_ADV,
T_P1297,46049,Stéphanie Debeil,CPAS,Entretien général,"au 114/3, réparer le robinet défectueux",46049,,1,Vincent,Ouvriers_ADV,
T_P006,44239,Steve Stoffel,Roseraie,Sanitaire,Réparation WC - Roseraie 15,44245,"0,5 jour",1,Vincent,,
T_P007,44244,Steve Stoffel,CPAS,Entretien général,Vérifier la cuisinière - ILA - Mandart 28,44245,1h,1,Vincent,,
T_P008,44249,Steve Stoffel,Roseraie,Menuiserie,Problème serrure - Roseraie 20,44249,"0,5 heure",1,Vincent,,
T_P016,44252,Steve Stoffel,Roseraie,Chauffage,Problème chaudière - Roseraie 3,44252,1h,1,Ouvriers_ADV,,
T_P018,44252,Steve Stoffel,Roseraie,Sanitaire,Passer le Karcher dans les évacuations - Roseraie 3,44256,2h,2,Vincent,,
T_P025,44264,Steve Stoffel,ILA,Entretien général,Réception de la cuisinière - 114/2,44266,1h,1,Vincent,,
T_P031,44271,Steve Stoffel,CPAS,Entretien général,Monter les caisses de fournitures administratives au 1er,44272,1h,1,Vincent,,
T_P029,44270,Steve Stoffel,CPAS,Entretien général,Jeter les anciennes chaises de bureau,44273,2h,2,Vincent,,
T_P043,44298,Steve Stoffel,Roseraie,Entretien général,Problème humidité - Roseraie 28,44300,1h,1,Vincent,,
T_P045,44300,Steve Stoffel,CPAS,Entretien général,Déménager l'ancien bureau de Raphaël,44301,2h,2,Vincent,,
T_P048,44307,Steve Stoffel,Roseraie,Entretien général,Roseraie n°4 - Ardoise à refixer (voir Steve pour infos complémentaires),44307,1h,1,Ouvriers_ADV,,
T_P064,44315,Steve Stoffel,Roseraie,Electricité,Remplacer les éclectros (hotte + taques + four) Ch. Du Bon Dieu 14,44316,3h,1,Ouvriers_ADV,,
T_P090,44356,Steve Stoffel,CPAS,Sanitaire,Test,44356,1h,1,Vincent,,
T_P091,44361,Steve Stoffel,CPAS,Peinture,Refaire le marque ge du parking Destrée - Voir Steve pour les modalités pratiques,44361,1/2 jour,1,Ouvriers_ADV,,
T_P095,44363,Steve Stoffel,CPAS,Entretien général,Refixer le store dans le bureau de Christophe,44363,1h,1,Vincent,,
T_P117,44383,Steve Stoffel,Roseraie,Entretien général,Roseraie 12 - Ardoise à réparer,44383,1h,1,Vincent,,
T_P122,44383,Steve Stoffel,Roseraie,Entretien général,"Bon Dieu 24 - porte en couleur, vérifier frigo, problèmes canalisations",44383,1h,1,Vincent,,
T_P118,44383,Steve Stoffel,CPAS,Plomberie,Roseraie 22 - Robinet défectueux,44383,1h,1,Vincent,,
T_P116,44383,Steve Stoffel,Roseraie,Peinture,Roseraie 3 - Vernir les châssis,44383,1j,1,Vincent,,
T_P114,44383,Steve Stoffel,Roseraie,Entretien général,Roseraie 27 - Vérifier poubelle + four,44383,1h,1,Vincent,,
T_P115,44383,Steve Stoffel,Roseraie,Entretien général,Roseraie 11 - Bas de porte à réparer,44383,1h,1,Vincent,,
T_P119,44383,Steve Stoffel,Roseraie,Plomberie,Roseraie 19 - Vérifier tuyauterie,44383,1h,1,Vincent,,
T_P121,44383,Steve Stoffel,Roseraie,Entretien général,"Bon Dieu 16 - Vérifier : serrure, plinthe et hotte",44383,1h,1,Vincent,,
T_P110,44383,Steve Stoffel,CPAS,Entretien général,Accrocher des cadres dans le bureau du Président,44383,1h,1,Vincent,,
T_P120,44383,Steve Stoffel,Roseraie,Plomberie,Roseraie 5 - Egout bouché,44383,1h,1,Vincent,,
T_P112,44383,Steve Stoffel,Roseraie,Entretien général,Roseraie 33 - Petit plafonnage à refaire,44383,1h,1,Vincent,,
T_P113,44383,Steve Stoffel,Roseraie,Plomberie,Roseraie 8 - Probème évier + barre à serviettes,44383,1h,1,Vincent,,
T_P124,44384,Steve Stoffel,Roseraie,Entretien général,Bon Dieu 16 - Remplacer la hotte,44384,1h,1,Vincent,,
T_P123,44384,Steve Stoffel,Roseraie,Electricité,Roseraie 27 - Vérifier le four (Voir Evelyne pour prévenir la dame du passage du technicien),44384,1h,1,Ouvriers_ADV,,
T_P169,44477,Steve Stoffel,CPAS,Chauffage,Bureau Steve (insertion) - Le radiateur ne chauffe pas,44480,,1,Vincent,,
T_P181,44487,Steve Stoffel,CPAS,Entretien général,Accrocher un cadre dans le bureau de Steve,44494,0.25,1,Vincent,,
T_P216,44524,Steve Stoffel,CPAS,Entretien général,Retirer un bureau et un bloc à tiroirs chez WEBA (BC disponible chez Sophie),44525,1h,1,Vincent,,
T_P265,44580,Steve Stoffel,CPAS,Entretien général,Récupérer une commande livre à la librairie Scientia (Voir mail dans le bac),44582,1h30,1,Vincent,,
T_P268,44586,Steve Stoffel,CPAS,Entretien général,Monter une étagère à archives dans le bureau d'Inès,44586,1h,1,Vincent,,
T_P307,44645,Steve Stoffel,Magasin,Parc voitures,Passage contrôle technique Renault Master (avant le 04/05/2022) - Convocation chez Corinne,44645,2h,1,Vincent,,
T_P316,44664,Steve Stoffel,CPAS,Entretien général,Vérifier l'état de la hotte dans le logement 114/2,44664,1,1,Vincent,,
T_P315,44664,Steve Stoffel,CPAS,Entretien général,Graisser le bras de retour de la porte coupe-feu - Insertion,44664,30 minutes,1,Vincent,,
T_P317,44665,Steve Stoffel,CPAS,Electricité,Installation d'une prise réseau dans le sas insertion (en face bureau Steve),44665,1,1,Ouvriers_ADV,,
T_P319,44666,Steve Stoffel,ILA,Sanitaire,Baignoire bouchée au 114/4 (vérifier écoulement au 114/2) - Voir Arno,44666,1,1,Vincent,,
T_P340,44697,Steve Stoffel,CPAS,Entretien général,Vérifier la fenêtre du bureau de Corinne qui ne s'ouvre plus,44697,1,1,Vincent,,
T_P341,44698,Steve Stoffel,CPAS,Marchandises magasin,"Atelier cuisine - Transférer les ustensiles de la MQ ""Sud"" vers la MDA (9h le matin)",44700,1h,1,Vincent,,
T_P342,44698,Steve Stoffel,Magasin,Entretien général,Aller cherche du mobilier de jardin chez une bénéficiaire (rue de la Boule 167) et les apporter au potager Roseraie (voir Inès pour infos) - Idéalement avant 9h vendredi,44701,1h,1,Vincent,,
T_P352,44704,Steve Stoffel,CPAS,Sanitaire,Urinoirs 2ème étage bouchés,44704,1,1,Vincent,,
T_P348,44700,Steve Stoffel,CPAS,Entretien général,Double de clef chez Denis (original à prendre chez Inès),44704,1,1,Vincent,,
T_P353,44704,Steve Stoffel,CPAS,Jardin / extérieur,Tranposrter les anciennes palettes du CPAS vers un local du PCS (stade Louis Pierard). Bruno doit être présent pour ouvrir le portail. Merci de confirmer à Inès si possible pour cette date à 9h.,44711,1,1,Vincent,,
T_P360,44714,Steve Stoffel,CPAS,Entretien général,Tranposrter les anciennes palettes du CPAS vers un local du PCS (stade Louis Pierard). Bruno doit être présent pour ouvrir le portail. Merci de confirmer à Inès si possible pour cette date à 9h30.,44720,1,1,Vincent,,
T_P343,44698,Steve Stoffel,CPAS,Marchandises magasin,"Atelier cuisine - Transférer les ustensiles de la MQ ""Sud"" vers la MDA (9h le matin)",44735,1h,1,Vincent,,
T_P372,44740,Steve Stoffel,Roseraie,Entretien général,débroussailler potager ( voir Ines ) ,44740,1,1,Vincent,,
T_P377,44746,Steve Stoffel,Roseraie,Jardin / extérieur,Débrousailler une partie du potager (voir Inès pour infos),44746,1,1,Vincent,,
T_P376,44746,Steve Stoffel,CPAS,Entretien général,Aller chercher un cuve à eau chez Sébastien Mathieu (Voir Inès pour infos),44746,1,1,Vincent,,
T_P379,44749,Steve Stoffel,CPAS,Entretien général,Aller chercher des blocs de béton chez Deghillage (Voir Inès pour infos),44749,1,1,Vincent,,
T_P426,44820,Steve Stoffel,CPAS,Entretien général,Vérifier éclairage WC à coté bureau Inès,44820,1,1,Vincent,,
T_P448,44859,Steve Stoffel,ILA,Entretien général,"Diverses tâches à exécuter au 114/4 (ampoules, fenêtres qui ne ferment plus, trou dans e mur à réparer, garde robe à changer, etc.). Voir Alexandre pour infos complémentaires",44859,,1,Vincent,,
T_P466,44887,Steve Stoffel,CPAS,Jardin / extérieur,Aller chercher des outils de jardin chez HUBO (voir Inès pour BC),44887,,1,Vincent,,
T_P470,44889,Steve Stoffel,CPAS,Chauffage,Purger les radiateurs dans le bureau d'Inès,44889,,1,Vincent,,
T_P477,44901,Steve Stoffel,ILA,Entretien général,Remplacement barillet porte entrée Rue Mandart 28,44901,,1,Vincent,,
T_P482,44908,Steve Stoffel,ILA,Entretien général,"réparer bac frigo - cité cosmopolite, 2/21",44908,,1,Vincent,,
T_P481,44908,Steve Stoffel,ILA,Chauffage,changer vanne radiateur ,44908,,1,Vincent,,
T_P480,44908,Steve Stoffel,ILA,Chauffage,changer vanne radiateur ,44908,,1,Vincent,,
T_P484,44908,Steve Stoffel,ILA,Menuiserie,"faire 3 doubles de clé de la rue mandart, 28",44908,,1,Vincent,,
T_P483,44908,Steve Stoffel,ILA,Entretien général,"rassembler affaire Mr AJBOUR dans un sac et déposer le sac au service étranger - rue mandart, 28",44908,,1,Vincent,,
T_P485,44909,Steve Stoffel,CPAS,Entretien général,déplacer tableau mural dans le bureau de Tina (médiation),44909,,1,Vincent,,
T_P478,44902,Steve Stoffel,CPAS,Entretien général,Déplacer 2 cadres (bureau TINA => médiation),44909,,1,Vincent,,
